ComplaintID,Complaint,Category,Urgency
CMP_11437,"The quality of the lunch provided today was extremely poor, the rice was half-cooked.",Mess,Medium
CMP_11438,The plates and spoons provided in the dining hall are sticky and oily.,Mess,Low
CMP_11439,The indoor gym equipment cable snapped while a student was lifting heavy weights.,Sports,High
CMP_11440,The plates and spoons provided in the dining hall are sticky and oily.,Mess,Low
CMP_11441,"The morning campus bus is severely overcrowded, forcing students to stand on the footboard.",Transport,Medium
CMP_11442,"The corridor lights on the ground floor are not working, making it pitch dark at night.",Electricity,Medium
CMP_11443,Water drain in the common washroom is slow to clear.,Plumbing,Low
CMP_11444,the study lamp socket on table 28 is not drawing any power.,Electricity,Low
CMP_11445,A student is unconscious and unresponsive in room 538 following a sudden seizure.,Medical,Critical
CMP_11446,The college bus broke down in the middle of a deserted highway during an intercity trip.,Transport,High
CMP_11447,"The spectator stands collapsed during the annual track event, injuring several onlookers.",Sports,Critical
CMP_11448,"The library structural pillars in the basement are showing deep cracks, causing panic.",Library,Critical
CMP_11449,A group of outsiders are picking fights and ragging students outside the main campus gate.,Security,High
CMP_11450,One of the three tube lights in room 541 has fused.,Electricity,Low
CMP_11451,The digital library portal is completely inaccessible right before the mid-term examinations.,Library,High
CMP_11452,No hot water supply in the showers of Hostel 5 during early morning hours.,Plumbing,Medium
CMP_11453,An armed intruder managed to scale the boundary wall and enter the girls' hostel campus.,Security,Critical
CMP_11454,WiFi keeps disconnecting every 30 minutes in the common room.,Internet,Low
CMP_11455,The barcode scanner at the return counter is failing to scan books quickly.,Library,Low
CMP_11456,The washbasin tap in room 341 is dripping slowly continuously.,Plumbing,Low
CMP_11457,no hot water supply in the showers of hostel 9 during early morning hours.,Plumbing,Medium
CMP_11458,An unidentified suspicious outsider entered the hostel premises without authorization or ID check.,Security,High
CMP_11459,The main circuit breaker keeps tripping every time the air conditioner is turned on.,Electricity,High
CMP_11460,A student is unconscious and unresponsive in room 466 following a sudden seizure.,Medical,Critical
CMP_11461,The main fiber optic line to the engineering department block was cut during construction work.,Internet,Critical
CMP_11462,Complete network outage across the entire Girls Hostel Block D block preventing project submissions.,Internet,High
CMP_11463,"the synthetic track surface near the curve has peeled off, posing a tripping hazard.",Sports,Medium
CMP_11464,Complete power blackout in the entire wing of Boys Hostel Block B for over 6 hours.,Electricity,High
CMP_11465,an armed intruder managed to scale the boundary wall and enter the girls' hostel campus.,Security,Critical
CMP_11466,The breakfast was served cold today at the counter.,Mess,Low
CMP_11467,Several pages are torn or missing from the core reference book for course code ME-204.,Library,Medium
CMP_11468,Several pages are torn or missing from the core reference book for course code CS-101.,Library,Medium
CMP_11469,Severe water leakage from the ceiling in room 163 damaging personal belongings.,Hostel,High
CMP_11470,Mass scale technical malpractice detected during the online proctored placement exams.,Academic,Critical
CMP_11471,A major collision involving the university transport bus occurred near the main city crossing.,Transport,Critical
CMP_11472,The plates and spoons provided in the dining hall are sticky and oily.,Mess,Low
CMP_11473,The grades for the semester final exams haven't been updated even after 3 weeks of submission.,Academic,Medium
CMP_11474,Live naked electric wires are exposed in the hallway of the first floor near the water cooler.,Electricity,Critical
CMP_11475,"A large chunk of plaster fell from the ceiling in room 356, narrowly missing a student.",Hostel,Critical
CMP_11476,Mass scale technical malpractice detected during the online proctored placement exams.,Academic,Critical
CMP_11477,One of the external streetlights near the parking lot is flickering.,Security,Low
CMP_11478,"The spectator stands collapsed during the annual track event, injuring several onlookers.",Sports,Critical
CMP_11479,The cooking staff are using severely expired ingredients and rotten meat in the kitchen.,Mess,Critical
CMP_11480,The fume hood in the organic chemistry lab has very weak suction and ventilation.,Laboratory,Medium
CMP_11481,The drinking water dispenser in the mess area has a strange muddy taste.,Mess,Medium
CMP_11482,Complete power blackout in the entire wing of Boys Hostel Block A for over 6 hours.,Electricity,High
CMP_11483,Sparking and a burning plastic smell coming from the distribution board near room 145.,Electricity,Critical
CMP_11484,The drinking water dispenser in the mess area has a strange muddy taste.,Mess,Medium
CMP_11485,The waiting time at the campus health center exceeded an hour for a routine checkup.,Medical,Low
CMP_11486,Several pages are torn or missing from the core reference book for course code PH-102.,Library,Medium
CMP_11487,The elevator in Boys Hostel Block A is jerking badly while moving between floors.,Hostel,Medium
CMP_11488,The whiteboard markers provided to professors are mostly dried up and unreadable.,Academic,Low
CMP_11489,The toilet flush mechanism in bathroom 2 is broken and not working.,Plumbing,Medium
CMP_11490,The balcony railing on the second floor of PG Married Hostel is rally completely detached and hanging.,Hostel,Critical
CMP_11491,The page load time for the student portal is very high on the campus network.,Internet,Low
CMP_11492,The study lamp socket on table 9 is not drawing any power.,Electricity,Low
CMP_11493,The plates and spoons provided in the dining hall are sticky and oily.,Mess,Low
CMP_11494,The driver of route B-01 was driving extremely recklessly and speeding over speed bumps.,Transport,High
CMP_11495,Rainwater is rally leaking from the roof directly onto the rare manuscript and book archive section.,Library,High
CMP_11496,bedbugs found in the mattress provided in room 501 of hostel 5.,Hostel,Medium
CMP_11497,The automated book search kiosk terminal is running extremely slowly.,Library,Low
CMP_11498,The barcode scanner at the return counter is failing to scan books quickly.,Library,Low
CMP_11499,The waiting time at the campus health center exceeded an hour for a routine checkup.,Medical,Low
CMP_11500,"The synthetic track surface near the curve has peeled off, posing a tripping hazard.",Sports,Medium
CMP_11501,Severe water leakage from the ceiling in room 296 damaging personal belongings.,Hostel,High
CMP_11502,The breakfast was served cold today at the counter.,Mess,Low
CMP_11503,an entire batch's official physical final marksheets and degree registry files were destroyed.,Academic,Critical
CMP_11504,A gas cylinder regulator valve in the chemical laboratory is jammed and leaking a distinct smell.,Laboratory,High
CMP_11505,"a heavy steel goalpost tip-over occurred, pinning a student player to the ground.",Sports,Critical
CMP_11506,"The overhead water tank is overflowing heavily, leaking directly into the main electric generator room.",Plumbing,Critical
CMP_11507,A major collision involving the university transport bus occurred near the main city crossing.,Transport,Critical
CMP_11508,Rainwater is leaking from the roof directly onto the rare manuscript and book archive section.,Library,High
CMP_11509,a professor is refusing to accept legitimate medical certificates for mandatory attendance criteria.,Academic,High
CMP_11510,The cooking staff are using severely expired ingredients and rotten meat in the kitchen.,Mess,Critical
CMP_11511,The grip tape on the badminton racquets in the inventory is rally completely worn out.,Sports,Low
CMP_11512,The barcode scanner at the return counter is failing to scan books quickly.,Library,Low
CMP_11513,The washbasin tap in room 588 is dripping slowly continuously.,Plumbing,Low
CMP_11514,The driver of route B-12 was driving extremely recklessly and speeding over speed bumps.,Transport,High
CMP_11515,the plates and spoons provided in the dining hall are sticky and oily.,Mess,Low
CMP_11516,The driver of route B-01 was driving extremely recklessly and speeding over speed bumps.,Transport,High
CMP_11517,The weight scale machine at the triage counter shows incorrect calibration metrics.,Medical,Low
CMP_11518,"The floodlights on the football ground are not turning on, stopping evening practice.",Sports,Medium
CMP_11519,The evening shuttle bus arrived 20 minutes later than the scheduled timetable.,Transport,Low
CMP_11520,The main fiber optic line to the engineering department block was cut during construction work.,Internet,Critical
